sitename,monitordate,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,datetime,pm2.5_lag1,hour,dayofweek
中山,2025-08-01 08:00,-0.0024701073205879087,0.006557553282492523,0.24004056156876777,-0.2619516070580241,0.0733166018063011,0.030212997103487554,0.031729651147852006,-1.292080175910721,0.8509120415138275,10.0,-0.23112508176051214,-0.7998394810512016,-1.069556267042149,-0.2436920454623696,1.6945940082298723,1.645691507093721,-0.4439608666436253,-0.6975329646609938,2025-08-01 08:00:00,-0.08213785172900874,-1.3938641048743392,0.0
松山,2025-08-01 08:00,-0.12844558067068612,0.898384799700941,-0.08244554242331523,-0.30637232845439727,0.0733166018063011,0.030212997103487554,0.031729651147852006,-1.7584360780441022,-1.299365685014359,10.0,-0.23112508176051214,0.14880734531185083,-0.2523672090773608,-0.12002742537698738,0.7037658176255207,-1.1248221563048348,-0.28165259281692356,-1.092801644635557,2025-08-01 08:00:00,-0.5475856781933933,-1.3938641048743392,0.0
陽明,2025-08-01 08:00,-1.8081185586719914,0.898384799700941,-0.6778045036394681,-0.30637232845439727,-0.5327673064591206,-1.7674603305540282,-1.173642571228639,-1.012266634630692,-1.6903252716558472,9.0,-0.23112508176051214,1.0974541716749033,-0.35451584132295944,-0.12002742537698738,0.7037658176255207,1.8992025612609091,-1.5801187834305386,-1.092801644635557,2025-08-01 08:00:00,-0.5475856781933933,-1.3938641048743392,0.0
古亭,2025-08-01 08:00,-0.21242922957075108,-0.6623128815313438,-0.18167203595934067,-0.3507930498507705,-0.171072070881369,-0.6118131913456253,-0.4022043489076847,-1.1988089954840446,-0.3219667184106378,10.0,-0.23112508176051214,0.465022954099535,-0.6609617380597551,-0.4291889755904425,0.2870623729788308,-0.11983190585633904,0.20527222866318215,-0.8951673046482753,2025-08-01 08:00:00,-1.0130335046577779,-1.3938641048743392,0.0
士林,2025-08-01 08:00,-0.21242922957075108,-0.6623128815313438,-0.28089852949536626,-0.3507930498507705,-0.14174543015884855,-0.6118131913456253,-0.36001632112450743,-0.8257242737773397,1.6328312147968043,8.0,-0.23112508176051214,0.570428157028763,-0.6609617380597551,-0.4291889755904425,1.889055615731661,0.2423267429539297,-0.28165259281692356,-0.6975329646609938,2025-08-01 08:00:00,-0.5475856781933933,-1.3938641048743392,0.0
萬華,2025-08-01 08:00,0.03952171712944532,0.7869063938986325,-0.15686541257533426,-0.3285826891525839,-0.219949805418903,-0.4834079536558027,-0.353989460012625,-0.5459107324973109,0.2644726615515949,11.0,-0.23112508176051214,-0.3782186693342894,-0.35451584132295944,-0.1612489654054481,1.7594145440638018,-1.0161745616617541,-0.11934431899022155,-0.49989862467371227,2025-08-01 08:00:00,-1.4784813311221623,-1.3938641048743392,0.0
大同,2025-08-01 08:00,0.03952171712944532,1.2328200171078567,4.9532990045299785,0.848566427851305,5.371663025674988,2.598317750899939,4.5277680406121625,-2.5046055214575125,1.6328312147968043,13.0,-0.23112508176051214,-0.16740826347583332,-0.7631103703053534,1.0135649254056818,1.7594145440638018,-1.0161745616617541,-0.11934431899022155,-0.49989862467371227,2025-08-01 08:00:00,-0.08213785172900874,-1.3938641048743392,0.0
松山,2025-08-01 09:00,0.2494808393796085,0.7869063938986325,-0.13205878919132802,3.8913858435028663,-0.11241878943632817,0.41542871017295524,0.10405198449044163,-0.8257242737773397,0.2644726615515949,9.0,-0.23112508176051214,-0.16740826347583332,4.54861850646577,3.754797337298319,-0.6852456645301123,-0.7807714399350795,-0.28165259281692356,-0.3022642846864307,2025-08-01 09:00:00,0.8487578011997603,-0.6969320524371696,0.0
士林,2025-08-01 09:00,0.2914726638296417,0.7869063938986325,-0.3801250230313917,3.8913858435028663,-0.317705274493971,-0.6118131913456253,-0.49863412669780394,0.4800722521961279,-0.3219667184106378,9.0,-0.23112508176051214,0.14880734531185083,-0.2523672090773608,3.754797337298319,0.6482053583392954,0.3238124389362402,-0.11934431899022155,0.09300439528813262,2025-08-01 09:00:00,-1.0130335046577779,-0.6969320524371696,0.0
萬華,2025-08-01 09:00,0.41744813717973844,1.0098632055032446,-0.032832295655302435,-0.3285826891525839,-0.36658300903150504,0.030212997103487554,-0.18523734887991625,0.20025871091609915,-0.9084060983728703,11.0,-0.23112508176051214,-0.7998394810512016,0.5648218488874271,-0.12002742537698738,1.8983156922793651,1.8992025612609091,-0.7685774142970291,-0.49989862467371227,2025-08-01 09:00:00,-1.0130335046577779,-0.6969320524371696,0.0
古亭,2025-08-01 09:00,0.1235053660295088,-0.6623128815313438,-0.18167203595934067,-0.30637232845439727,-0.24927644614142339,-0.09819224058633501,-0.17921048776803392,-0.26609719121728215,0.8509120415138275,9.0,-0.23112508176051214,0.25421254824107886,-0.2523672090773608,-0.4085782055762126,0.07408061238163376,0.23327277673367297,-0.11934431899022155,-0.6975329646609938,2025-08-01 09:00:00,-0.08213785172900874,-0.6969320524371696,0.0
陽明,2025-08-01 09:00,-1.9760858564721215,-0.6623128815313438,-0.6529978802554618,-0.30637232845439727,-0.5327673064591206,-1.7674603305540282,-1.1555619878929915,-0.8257242737773397,-1.1038858916936145,13.0,-0.23112508176051214,1.6244801863210434,0.3605245843962304,-0.4085782055762126,0.07408061238163376,0.17894897941213267,-0.4439608666436253,-0.6975329646609938,2025-08-01 09:00:00,-1.0130335046577779,-0.6969320524371696,0.0
